blk_ID,sequence,anomaly
blk_-7985144765168396303,[0],0
blk_-7988596544606686086,[1],0
blk_-7990763409688650846,[16],0
blk_-7999375661905777727,[4],0
blk_-800664075087524591,[12],0
blk_-8014701913801168461,[10],0
blk_-8015797075596093783,[13],0
blk_-8022986908643041177,[0],0
blk_-8023826090828946372,[11],0
blk_-8026264173633579073,[4],0
blk_-8049908920306758342,[13],0
blk_-8050165297538775793,[18],0
blk_-805262942087665153,[12],0
blk_-8060252929692927663,[10],0
blk_-8077373411465716253,[0],0
blk_-8082428389627750477,[11],0
blk_-8083036675630459841,[11],0
blk_-808401720390253471,[12],0
blk_-8093500164295459838,[12],0
blk_-8108913101671416218,[12],0
blk_-8121498678081035000,[4],0
blk_-8123824094195108685,[15],0
blk_-8127580564011467092,[0],0
blk_-8130925109202184099,[4],0
blk_-8131422413299851907,[10],0
blk_-8144387882075572886,[10],0
blk_-8145226289286457574,[0],0
blk_-8162657657061473938,[15],0
blk_-8167717961644709843,[9],0
blk_-8187008844253719581,[16],0
blk_-8192956077351896648,[13],0
blk_-8198423074054354279,[15],0
blk_-8214089520956286311,[13],0
blk_-8225435781013159573,[12],0
blk_-8227485321105019293,[15],0
blk_-8241093737585222406,[13],0
blk_-8246207776580662770,[12],0
blk_-8255732027871411321,[15],0
blk_-826920518336899809,[2],0
blk_-8277873627721528374,[16],0
blk_-8294986551316947211,[10],0
blk_-8298519990603402919,[0],0
blk_-8306714721294235181,[16],0
blk_-8310554294841246175,[13],0
blk_-8312238797251504127,[4],0
blk_-8323785930877970805,[15],0
blk_-8329840785892216949,[12],0
blk_-8347949825960763812,[18],0
blk_-8351015090014570293,[4],0
blk_-8353423262983821010,[4],0
blk_-8360774680830158225,[10],0
blk_-8364400144313355814,[12],0
blk_-8377763431920892140,[13],0
blk_-8380267327243110056,[2],0
blk_-8383503596684323017,[10],0
blk_-8389657728641837382,[12],0
blk_-8393060055740236791,[0],0
blk_-8403618945096094999,[4],0
blk_-8408087700903896282,[2],0
blk_-8426741581316629266,[2],0
blk_-8428590803682810851,[0],0
blk_-8435779070374485499,[12],0
blk_-8443921001690182522,[10],0
blk_-8475679647841427708,[15],0
blk_-8483420270408348004,[0],0
blk_-8484827087450439270,[10],0
blk_-8495670552887053546,[11],0
blk_-8502460962248995911,[0],0
blk_-8507209254958698084,[18],0
blk_-852118157909078164,[15],0
blk_-8522942048313632858,[11],0
blk_-8523968015014407246,[13],0
blk_-8524274644018377752,[15],0
blk_-8524952715666214329,[13],0
blk_-8547071368131084410,[10],0
blk_-8558281124275910849,[11],0
blk_-8558845834445970595,[0],0
blk_-8562334328670278932,[15],0
blk_-8563999607069929505,[15],0
blk_-8568673600040025636,[12],0
blk_-8570780307468499817,[7],0
blk_-8571819028995448536,[15],1
blk_-8584158329012779023,[15],1
blk_-85872290979354091,[12],0
blk_-8588908000680498,[10],0
blk_-8617088607862430908,[10],0
blk_-8632488927959646482,[4],1
blk_-8638442557570632582,[12],0
blk_-8641647081502666269,[13],0
blk_-8645365827804358878,[2],0
blk_-8649503431827393598,[15],0
blk_-8657800226489501791,[0],0
blk_-8674089929114017279,[16],0
blk_-8679916835272129336,[11],0
blk_-8703611999267892995,[15],0
blk_-8736461628840265232,[4],0
blk_-8744988583359134013,[1],0
blk_-8745453424063341007,[12],0
blk_-8769398708439834546,[4],0
blk_-8775602795571523802,"[10, 10]",0
blk_-878226404201600469,[15],1
blk_-8788032532930439012,[15],0
blk_-8789402864074203800,[13],0
blk_-8792837405349224102,[10],0
blk_-8796256534683400159,[10],0
blk_-8834022217832819265,[15],0
blk_-8835758154471700679,[13],0
blk_-8838161455213213548,[15],0
blk_-8838632285969241889,[15],0
blk_-8847552694913526632,[13],0
blk_-8848810702648406400,[10],0
blk_-8852638972311349374,[15],0
blk_-8856628810470361280,[15],0
blk_-8863130543753323383,[4],0
blk_-8876879715755468215,[15],0
blk_-8879979113392880065,[15],0
blk_-8887373200836701910,[4],0
blk_-8898274302731129139,[10],0
blk_-8907436477337775860,[16],0
blk_-8915123233040672605,[15],0
blk_-8915491531889006304,[16],0
blk_-8923698979247229952,[13],0
blk_-8923923031063738809,[0],0
blk_-8924134715029713489,[0],0
blk_-8939321760994370713,[12],0
blk_-8948316319329891645,[1],0
blk_-8949548167466276130,[10],0
blk_-8965508153794244104,[13],0
blk_-8969188698416564850,[12],0
blk_-8974021306351083168,[15],0
blk_-9001895211102825241,[12],0
blk_-900229825899812461,[12],0
blk_-900758580041645081,[0],0
blk_-9013487557842539661,[13],0
blk_-9016567407076718172,[6],0
blk_-9017308542351369260,[10],0
blk_-9038475355621289969,[10],0
blk_-9049344623659872649,[0],0
blk_-9056276727170871967,[4],0
blk_-9056748866943837167,[0],0
blk_-9056865861421808370,[12],0
blk_-9069971851590882719,[0],0
blk_-9089815063425241739,[13],0
blk_-9092685890953655332,[15],0
blk_-9098645110390099509,[12],0
blk_-9103764593642564543,[15],1
blk_-9110604833387121363,[12],0
blk_-9120005470237070778,[12],0
blk_-9132218772786220159,[12],0
blk_-9161369067334198861,[12],0
blk_-9162090767925303921,[2],0
blk_-9167880724995702718,[13],0
blk_-9169228974826183399,[10],0
blk_-9171803179611497035,[10],0
blk_-9171930401624803515,[10],0
blk_-917268749136585019,[12],0
blk_-9181958042427679309,[0],0
blk_-9188933731705791676,[13],0
blk_-9190864897806028230,[13],0
blk_-9198375937828232046,[12],0
blk_-9211699406261033878,[13],0
blk_-921231092429668424,[10],0
blk_-9220604860626391374,[4],0
blk_-931590117143327078,[15],0
blk_-945770324989341170,[4],0
blk_-954856062493437881,[13],0
blk_-966013175018359901,[12],0
blk_-967145856473901804,[13],0
blk_-989798817617753264,[0],0
blk_-997605125898553536,[13],0
blk_1002945451269828722,[12],0
blk_1018961650823645078,[10],0
blk_1021828391502582165,[0],0
blk_102441832197223997,[15],0
blk_1043487525777829194,[4],0
blk_1057763407402503745,[15],0
blk_1060814796407897179,[13],0
blk_1064470652608359218,[13],0
blk_1074754942323612586,[15],0
blk_107727140948970996,[10],0
blk_1077394056781488,[12],0
blk_1078000656626961731,[16],0
blk_1102735311308675356,[4],1
blk_1104376461837247304,[2],0
blk_111759050707136656,[0],0
blk_1119272693889755844,[0],0
blk_1122812501843755360,[15],0
blk_1129715194117079802,[0],0
blk_1144571179430079218,[10],0
blk_1150231966878829887,[18],0
blk_1151012386083696649,[0],0
blk_1155029843511109085,[12],0
blk_1184972950286241114,[10],0
blk_1188202922232921994,[13],0
blk_1190791818440776717,[13],0
blk_1200136320542454615,[16],0
blk_120277101968534224,[13],0
blk_1213582438865696738,[10],0
blk_1216611589160220108,[12],0
blk_1247599917761164561,[13],0
blk_1253515519191706153,[1],0
blk_1259893634804870815,[12],0
blk_1275198635723397883,[4],0
blk_1279439901767890758,[12],0
blk_1302893891174665780,[4],0
blk_1303107722036031233,[0],0
blk_1321799290531408498,[15],0
blk_1345503778930512538,[15],0
blk_1349228381785843634,[12],0
blk_1350741653957819140,[10],0
blk_1369784431092292099,[10],0
blk_1379455396847512711,[9],0
blk_1389634598105954660,[0],0
blk_1394107495884949139,[15],0
blk_1407935810673971357,[15],0
blk_1408672604432845193,[12],0
blk_1411218759880637753,[13],0
blk_1441315972355360459,[0],0
blk_1447281351164457761,[0],0
blk_1463530401988623658,[15],0
blk_1473949624670719319,[14],1
blk_1481009974400305784,[4],0
blk_1483582953997932733,[10],0
blk_148513789886825227,[15],0
blk_1489031087420498797,[13],0
blk_1498192967843651378,[13],0
blk_1508705816376906895,[12],0
blk_1512136249403454074,[15],0
blk_1512923509505250283,[0],0
blk_1526403491950199810,[0],0
blk_153508158653341141,[10],0
blk_1543605971733759530,[4],1
blk_155320394753274773,[13],0
blk_1553688227908800900,[10],0
blk_1561008813520212225,[13],0
blk_157913239647511296,[12],0
blk_1584196996810164915,[18],0
blk_1587615395786683981,[10],0
blk_1589878256898761558,[0],0
blk_1594026090263820445,[0],0
blk_1598414622053793245,[16],0
blk_1600228140214754078,[13],0
blk_1606295458729964667,[15],0
blk_1636660629634995787,[0],0
blk_1639683981444528748,[12],0
blk_1646534811870220828,[11],0
blk_1646909113279517647,[13],0
blk_1649162819905816843,[18],0
blk_165707910410871749,[12],0
blk_166171721314010075,[4],0
blk_1683075246463470765,[11],0
blk_1686195200514944346,[11],0
blk_1689772850125323349,[10],0
blk_1692958087244489888,[10],0
blk_1714886759174770356,[4],0
blk_1724757848743533110,[15],0
blk_1727371778357941761,[15],0
blk_1744485040428751334,[15],0
blk_1746384029810476219,[10],0
blk_1756478622414930264,[0],0
blk_1777689952069868672,[4],0
blk_1779145401405339993,[0],0
blk_1781953582842324563,[10],0
blk_1793140687921032046,[0],0
blk_1815340037591016775,[4],0
blk_1824928871191121429,[10],0
blk_1828089683746536118,[13],0
blk_1832308388558480,[1],0
blk_1833093108290599780,[0],0
blk_1838564958520120941,[10],0
blk_1858805942071850133,[2],0
blk_1859772752119590543,[15],0
blk_1865953191447352631,[0],1
blk_1869228153483717375,[15],0
blk_1910039736720341651,[11],0
blk_1910319264393500537,[1],0
blk_1920931690498309324,[10],0
blk_1927336911952959118,[12],0
blk_1960893136630391966,[4],0
blk_1979447750586388860,[4],0
blk_1997668456720275587,[12],0
blk_2015610615789582788,[0],0
blk_2016964533702776852,[12],0
blk_2026200052147887341,[12],0
blk_2028803850179311599,[12],0
blk_2038610753592374847,[16],0
blk_2039230511363331616,[16],0
blk_2040222317555585426,[12],0
blk_2059389709317340334,[0],0
blk_2060553104861908174,[4],0
blk_2063252936853409868,[13],0
blk_207875475387433291,[0],0
blk_2080318574920472813,[15],0
blk_2084123600915946046,[1],0
blk_2089955821703690032,[12],0
blk_2096030750186708493,[12],0
blk_2096199637324483321,[12],0
blk_2096692261399680562,[3],1
blk_2101007907134483259,[11],0
blk_2107487634698646045,[10],0
blk_2111886617384066018,[12],0
blk_2113880130496815041,[0],0
blk_2119401975697524206,[0],0
blk_2128110944185709079,[12],1
blk_2139707931694085102,[11],0
blk_2147212041377545584,[15],0
blk_2149728827322918746,[4],0
blk_2151150262081352617,[12],0
blk_2154193600525549460,[4],0
blk_215466486430758887,[12],0
blk_2156262111024914941,[10],0
blk_2157471834570224881,[13],0
blk_2166777223671724319,[15],0
blk_2180875151184358991,[10],0
blk_2208589726473895860,[15],0
blk_2215517976324634098,[10],0
blk_2241654010576170013,[12],0
blk_2243777557693112935,[12],0
blk_2244903517044280975,[11],0
blk_22457656256024207,[10],0
blk_2247786307216183697,[13],0
blk_2253084440592362960,[13],0
blk_2259206517962925438,[4],0
blk_2261089810991980611,[12],0
blk_2262752117989012641,[11],0
blk_2270593866672608129,[13],0
blk_2273334621242106674,[16],1
blk_2278708746675870163,[10],0
blk_2282833575688432184,[12],0
blk_2294700909811950327,[13],0
blk_2304296078821316612,[4],0
blk_2312679955495839894,[0],1
blk_231502148921342925,[13],0
blk_2322432806134104317,[16],0
blk_2341651676737321162,[4],0
blk_2353918919834315845,[10],0
blk_2377150260128098806,[0],0
blk_2377944115560974127,[15],0
blk_2380775154966815858,[15],1
blk_2389216938154332862,[12],0
blk_2403370969415186087,[10],0
blk_241585185788373386,[13],0
blk_2426255659473300323,[4],0
blk_2430417102497887445,[0],0
blk_2460145905812664251,[0],0
blk_2468407162668753567,[4],1
blk_2473550781612396886,[10],0
blk_2474460483915499078,[13],0
blk_247452006316846355,[4],0
blk_2489882700357182381,[9],1
blk_2508619583759354778,[12],0
blk_2513940824125131775,[1],0
blk_2529569087635823495,[12],0
blk_2568309208894455676,[4],0
blk_2570966823909513791,[12],0
blk_2576408434603492552,[4],0
blk_2583125615128303019,[15],0
blk_2583600095045026513,[15],0
blk_2593937801738981947,[0],0
blk_2599050023684318911,[13],0
blk_2616961363639592748,[13],0
blk_2618566506268332756,[0],0
blk_2630223487595425525,[1],0
blk_2652444451422301232,[13],0
blk_2657997043417110888,[4],0
blk_2691304991047255190,[12],0
blk_2708206493147801743,[10],0
blk_271142976916798281,[15],0
blk_2713941272199175167,[4],0
blk_2731617036199392057,[10],0
blk_2731746367139956284,[10],0
blk_2735034460607366827,[15],0
blk_2736251498135196075,[4],1
blk_2737505352081488746,[15],0
blk_2740792916077430444,[0],0
blk_2749066163012162435,[0],0
blk_2756799797410851893,[10],0
blk_2771018387166611008,[13],0
blk_278357163850888,[0],1
blk_2819581679409796253,[12],0
blk_2824047463816148563,[15],0
blk_2833019093942278701,[12],0
blk_283922378823540530,[12],1
blk_2847401988110989655,[2],0
blk_2851869865185325732,[12],0
blk_285336326661214154,[1],0
blk_2866275036574950116,[16],0
blk_2869833078504290822,[4],0
blk_2879780987351022871,[11],0
blk_2904134648927436267,[18],0
blk_2917692073041583988,[12],0
blk_2937758977269298350,[15],0
blk_2953550760670423417,[12],0
blk_2957756905007569214,[12],0
blk_2967299761311489673,[11],0
blk_2969087638814291714,[11],0
blk_2972699288862031202,[15],0
blk_2974262690755997396,[12],0
blk_2980964138205299397,[15],0
blk_2986720270598512615,[16],0
blk_300967862449910205,[0],0
blk_3016571528120363023,[15],0
blk_3020717811556957482,[15],0
blk_3049351456771045311,[13],0
blk_3050920587428079149,[0],0
blk_3067558337579347170,[15],0
blk_3068335169639013019,[13],0
blk_3070718541088657475,[12],0
blk_3073404534069578592,[0],0
blk_3076992299328673559,[10],0
blk_3079488924320077240,[0],0
blk_3083630442630693250,[13],0
blk_3084588477220583373,[13],0
blk_3087787567144441647,[16],0
blk_3088175971503531298,[12],0
blk_3107521534415119817,[13],1
blk_3134656542322449478,[0],0
blk_313888672758374538,[15],0
blk_3141363517520802396,[18],0
blk_3160319368100972992,[12],0
blk_3166960787499091856,[16],0
blk_3169060243663461885,[11],0
blk_3181161977343808286,[15],0
blk_3202507081359904616,[0],0
blk_3206064173813164493,[0],0
blk_3221204570666147236,[10],0
blk_3222673463853349950,[0],0
blk_3224184805694764748,[13],0
blk_3224393364314749254,[13],0
blk_3231389654886008065,[4],0
blk_3235988328669699941,[15],0
blk_323887415551221572,[15],0
blk_3242229894054064344,[13],0
blk_3243316191092266549,[0],0
blk_3248835454898465560,[15],0
blk_325981833999429148,[0],0
blk_3259872359515191972,[12],0
blk_3274968259628929519,[10],0
blk_3278280638950561822,[12],0
blk_3280859030919654043,[4],0
blk_3291173852929756766,[2],0
blk_3304535870056962597,[13],0
blk_3312198496468502316,[10],0
blk_3318864983801406136,[12],0
blk_3322875843051058970,[15],0
blk_3332848207645320273,[4],0
blk_3336810835691486095,[10],0
blk_3338047823148530794,[12],0
blk_3358274959811806117,[15],0
blk_3376391218693716925,[2],0
blk_3378157549705391333,[12],0
blk_3386670145292909259,[13],0
blk_3406384548372443486,[0],0
blk_342378162324355732,[16],0
blk_3428998332517532825,[4],0
blk_3433046099598424314,[12],0
blk_3441699978641526775,[11],0
blk_344934934043642744,[0],0
blk_345577139488306634,[15],0
blk_3463540868626173125,[13],0
blk_3480684347183600958,[13],0
blk_34905976850091068,[12],0
blk_3492869167398569662,[4],0
blk_3506875694435075421,[0],0
blk_3515154079719300106,[16],0
blk_352185875883785141,[10],0
blk_3539852484771802299,[4],0
blk_3542047035353248258,[15],0
blk_3550669278239526374,[13],0
blk_355286618997526877,[4],0
blk_356592557993755459,[4],0
blk_358331073189608564,[4],0
blk_3584162266158512993,[12],0
blk_3585424189730250601,[0],0
blk_3585588704565901062,[10],0
blk_3586596428873150919,[13],0
blk_3587508140051953248,[13],0
blk_3598226258881465924,[15],0
blk_3598904881888399067,[4],0
blk_3637945019239882309,[4],0
blk_3652427357251545055,[4],0
blk_365496398062338141,[16],0
blk_3695169334833427187,[12],0
blk_3706543205492061794,[10],0
blk_3729730843466061623,[4],0
blk_3733339790842827121,[10],0
blk_3735517274901501821,[4],0
blk_3755116621101133849,[12],0
blk_3763728533434719668,[11],0
blk_3764801892187716497,[0],0
blk_3764836840384130740,[2],0
blk_3776895047834644694,[2],0
blk_3777389444004341563,[13],0
blk_3777399812922072863,[13],0
blk_3777400576053320362,[13],0
blk_3781645897486585075,[12],0
blk_3790492230047189408,[11],0
blk_3792448673967861371,[4],0
blk_3797494971676497497,[16],0
blk_3808164640986377400,[15],0
blk_3813891701916249413,[13],0
blk_3846795603907041885,[15],0
blk_3848747149919646864,[11],0
blk_3849239820458663566,[0],0
blk_3852281952649038166,[13],0
blk_3858015337960682724,[4],0
blk_3862032846413436284,[10],0
blk_387577766066135394,[3],0
blk_3876184938151091897,[4],0
blk_38865049064139660,[12],0
blk_3894335463008345041,[18],0
blk_3905759687686730625,[16],0
blk_3911263675181899748,[0],0
blk_391507259220628397,[9],0
blk_391813102554451063,[12],0
blk_3921292580505776296,[10],0
blk_3922791077126964673,[12],0
blk_392347292517057138,[15],0
blk_3924177422736829493,[13],0
blk_3940282600163903101,[12],0
blk_3941798034503185737,[15],0
blk_3946183108430554053,[4],0
blk_3954386352306480748,[0],0
blk_3958940914408609637,[12],0
blk_3960527526103274525,[13],0
blk_3961831045048378097,[13],0
blk_3962600675982666210,[15],0
blk_3963698556744744747,[16],0
blk_3972778210951456006,[15],0
blk_397848436489409658,[12],0
blk_3979872751691718643,[16],0
blk_4007982883396598426,[10],0
blk_4029139044660806713,[7],0
blk_4029732570544915384,[13],0
blk_4031738712701565209,[13],0
blk_4048438071314937575,[11],0
blk_406835586147450451,[12],0
blk_4068667188725811395,[12],0
blk_4069436988023676023,[0],0
blk_4081177399275502985,[16],0
blk_4098532420907418423,[13],1
blk_412956398445037066,[12],0
blk_413552235254424009,[4],0
blk_4149909442914612270,[15],0
blk_4154740411570608045,[0],0
blk_4162832865986721185,[10],0
blk_4170936278386288557,[0],0
blk_4178945095089206682,[12],0
blk_4182287230523664560,[13],0
blk_4198733391373026104,[15],0
blk_4207359722112667226,[12],0
blk_4210124392039605712,[2],0
blk_4214952053910973364,[1],0
blk_4225726256421431188,[1],0
blk_4231049049582051919,[13],0
blk_4233013542759682998,[15],0
blk_4234385041723406944,[0],0
blk_4238127626194855481,[15],0
blk_423916008836295480,[0],0
blk_424255210146453297,[11],0
blk_424461424221613461,[11],0
blk_4263664068073345850,[13],0
blk_426381928692704514,[13],0
blk_427477290315080955,[13],0
blk_427714267500527780,[0],0
blk_4284688617983009262,[15],0
blk_4292382298896622412,[17],1
blk_429279891070363457,[12],0
blk_4294115716822011564,[13],0
blk_4307207852226914003,[0],0
blk_4318179566727871532,[0],0
blk_4330492872922862223,[0],0
blk_434034567989619521,[4],0
blk_4343207286455274569,[15],0
blk_4355450627202483068,[16],0
blk_4357276972386184626,[11],0
blk_4361294871479973840,[0],0
blk_4365203784873840210,[10],0
blk_4367982328407767477,[10],0
blk_4385764838827095986,[0],0
blk_4404895858852856851,[12],0
blk_4414644179961808738,[15],1
blk_4433676399725693167,[13],0
blk_4438674026376140804,[4],0
blk_4443043493758564822,[13],0
blk_446513188203036714,[0],0
blk_4471044334742081825,[4],0
blk_4473390551542202999,[0],0
blk_449049393237281194,[10],0
blk_4499140370762613763,[4],0
blk_4506604798892399878,[10],0
blk_4513772639980123655,[9],0
blk_4516306414837452219,[4],1
blk_4524198807982839635,[11],0
blk_4531288786306744275,[1],0
blk_4539833452749813987,[13],0
blk_4553790855855864497,[0],0
blk_4565822428702518889,[12],0
blk_4568377692254637284,[12],0
blk_4568434182693165548,[0],0
blk_4575129504644372394,[12],0
blk_4577632468651859430,[0],0
blk_4581070264530964999,[11],0
blk_4585055992495043771,[0],0
blk_4588471931728384541,[13],0
blk_4599950495841528213,[15],0
blk_4614530673206341566,[13],0
blk_4628142183191390143,[0],0
blk_4628975089896927394,[12],0
blk_4631777956354958682,[4],0
blk_4632283243694149854,[10],0
blk_4638603954320058978,[12],0
blk_4640277741339926850,[4],0
blk_4641147544753118391,[0],0
blk_465845235850106928,[15],0
blk_4658551441818960395,[10],0
blk_467589865104023338,[0],0
blk_469126362137371425,[15],0
blk_469871968689793326,[13],0
blk_4713539908695785630,[10],0
blk_4713968111267226537,[4],0
blk_4738781172941319823,[4],0
blk_4741107979793372752,[12],0
blk_4742178675580222210,[15],0
blk_4755566011267050000,[13],0
blk_4774383661473695119,[13],0
blk_4774656339381154282,[12],0
blk_4777657900314457675,[0],0
blk_4783621682384104986,[15],0
blk_4786794545180705888,[12],0
blk_4802366409699286298,[0],0
blk_4812792845864526586,[0],0
blk_481857539063371482,[11],0
blk_4820650745157199554,[15],0
blk_4834069779372284635,[4],0
blk_4841101867353115844,[2],0
blk_4848669047361069041,[16],0
blk_4863571548336254624,[10],1
blk_4873550540813847659,[12],0
blk_48742413802609430,[13],0
blk_4877808040461609832,[12],0
blk_4884219613602801814,[12],0
blk_4886940526690879848,[12],0
blk_4893049344332234616,[0],0
blk_4934527196392001803,[11],0
blk_4939101994162863442,[10],0
blk_49420377461855719,[13],0
blk_4959462704623252283,[15],0
blk_4963214289850966664,[11],0
blk_496376132244907301,[1],0
blk_4967370797322420259,[13],0
blk_4967492069970766092,[12],0
blk_4984150784048864430,[2],0
blk_4984720043834039361,[0],0
blk_4989329877491629543,[13],0
blk_4992622607400168655,[0],0
blk_5017373558217225674,[12],0
blk_5018765878120211503,[12],0
blk_5018797996887008111,[4],0
blk_5062112794659861146,[13],0
blk_5075966182561035053,[10],0
blk_5095897972833086609,[0],0
blk_5100975846124291571,[10],0
blk_5106303344783117537,[2],0
blk_5114010683183383297,[0],0
blk_5114572025256210948,[12],0
blk_5115892145206906855,[12],0
blk_5118390778403008591,[13],0
blk_512039711533506696,[0],0
blk_5126469776250053435,[11],0
blk_5163387277374142808,[4],0
blk_5165786360127153975,[0],0
blk_5174461779237739025,[13],0
blk_5176179471361959897,[4],0
blk_5176855630425795751,[0],0
blk_5178539130945718870,[4],0
blk_5183831565578080242,[2],0
blk_5203504995927133832,[4],0
blk_5209577451013188921,[10],0
blk_5210211633167259832,[0],0
blk_5216491057643255876,[15],0
blk_5225719677049010638,[12],0
blk_5240632065631390212,[16],1
blk_5250287988089075029,[13],0
blk_5256716488526744434,[15],0
blk_5262186175243998904,[12],0
blk_5272005015837990021,[10],0
blk_5272731391668336674,[15],0
blk_5272761429354463572,[0],0
blk_5277338321835341602,[0],0
blk_5335498635665743905,[15],0
blk_5348548743130215090,[13],0
blk_5379939266348893280,[13],0
blk_5385121219895615240,[16],0
blk_5390763359901143305,[0],0
blk_5402003568334525940,[13],0
blk_5406084276349645828,[13],0
blk_541463031152673662,[0],0
blk_5453150794205420798,[10],0
blk_5454332143498402824,[16],0
blk_5454423648092670683,[12],0
blk_5489815612272797790,[0],0
blk_5491101910066444061,[0],0
blk_5496448884081025648,[4],0
blk_549647953114643908,[12],0
blk_5505696082121135363,[4],0
blk_5525607749827896334,[15],0
blk_5528471097481810388,[10],0
blk_5547569777499890340,[11],0
blk_5565611615515783341,[15],0
blk_5570475465835003801,[0],0
blk_5572208681898881669,[4],0
blk_5574898547439146021,[0],0
blk_557803157214911261,[13],0
blk_5580254744888391593,[4],0
blk_559204981722276126,[3],0
blk_5600017220681756254,[13],0
blk_560063894682806537,[13],0
blk_5602895463700536678,[13],0
blk_561417755647618727,[10],0
blk_5616920288053661280,[4],0
blk_5641239200978828454,[15],0
blk_5646792755154529338,[0],0
blk_5648034804629064273,[13],0
blk_5663417083925711869,[12],0
blk_566413670355737377,[13],0
blk_5668137923110942035,[4],0
blk_5689009809369418749,[4],0
blk_5689516499354445029,[12],0
blk_5701964561533648583,[10],0
blk_5702487846232575705,[4],0
blk_5708405953850477535,[1],0
blk_570916157110129687,[4],0
blk_572492839287299681,[12],0
blk_5729560286355779655,[12],0
blk_5733038550092620376,[0],0
blk_5736622945587812309,[10],0
blk_5739119717322549945,[16],0
blk_5760391051658436046,[15],1
blk_5771906433100975293,[10],0
blk_5781019224640206392,[15],0
blk_5781791720343455145,[0],0
blk_578261619176233743,[0],0
blk_5782729236964719738,[1],0
blk_5792489080791696128,[15],0
blk_5806397523737304814,[10],0
blk_5809900021002850724,[0],0
blk_5813361416484537967,[0],0
blk_5813923864071791162,[13],0
blk_5816171803790152026,[15],0
blk_5834218936335592624,[13],0
blk_5844313985011885282,[1],0
blk_5868517220927475394,[4],0
blk_5872617224009342667,[2],0
blk_5881782374981838094,[15],0
blk_5894088883762961800,[1],0
blk_5905689738251144455,[9],0
blk_5905933788014151041,[11],0
blk_5912213716795619450,[12],0
blk_591323161994959677,[15],0
blk_5915244038969911075,[13],0
blk_5938666289587069744,[0],0
blk_5948455948626091880,[10],0
blk_5952254363678329024,[16],0
blk_5953577136151423920,[0],0
blk_5955377624764578810,[0],0
blk_5963655886023015963,[0],0
blk_5963816136267066159,[12],0
blk_5971534893446541111,[0],0
blk_5977008528949258706,[15],0
blk_5983149244832683042,[15],0
blk_5989505185938770383,[15],0
blk_6000837850922531821,[13],0
blk_6002109944224710483,[0],0
blk_6017354285686373326,[12],0
blk_6030936529326346827,[12],0
blk_6031076349976322578,[4],0
blk_6039898256291822367,[0],0
blk_6048652012880073760,[12],0
blk_6051144263842600010,[10],0
blk_6054235487623373096,[2],0
blk_6055109613223910610,[12],0
blk_6077744985764117617,[10],0
blk_6080034782037237879,[0],0
blk_6085274723649229095,[15],0
blk_6085442148007558065,[10],0
blk_608957629753483727,[1],0
blk_6093743385844975689,[0],0
blk_6093858391888371854,[4],0
blk_6095704128062577668,[0],0
blk_6105506155797750768,[16],0
blk_6106884317961925960,[11],0
blk_6107935679779418195,[15],0
blk_6108023147232847992,[15],0
blk_6123232805286187512,[12],0
blk_6125469222540396851,[0],0
blk_6137960563260046065,[12],0
blk_6138894560185644209,[10],0
blk_6140788650991100539,[1],0
blk_6147898566868510104,[10],0
blk_6148201552996212693,[10],0
blk_6163400028286940197,[10],0
blk_6170586659371027531,[0],0
blk_6178964531181542074,[1],0
blk_6204056282927975796,[12],0
blk_621685330749869453,[0],0
blk_6223504502438507199,[10],0
blk_6238543795209416553,[0],0
blk_6241141267506413726,[11],0
blk_6245594177708848366,[15],0
blk_6285161494041403917,[0],0
blk_6296828743242110158,[16],0
blk_6308888821787547357,[0],0
blk_6323743466920239525,[13],0
blk_6324712740029479576,[4],0
blk_6329639726609402522,[13],0
blk_6332892729727950039,[11],0
blk_6338761369201338121,[16],0
blk_6373260430960091026,[10],0
blk_6374836031306809839,[1],0
blk_6392434729242722288,[4],0
blk_6398122733993275620,[15],0
blk_6400082566804273401,"[1, 15]",0
blk_6406847509870023726,[13],0
blk_6413710007211667486,[4],0
blk_6413965758113058023,[15],0
blk_641646158310569454,[2],0
blk_6417614801998326532,[15],0
blk_6445339027653789144,[10],0
blk_6446927133528675675,[13],0
blk_6451403582950672007,[0],0
blk_6465095458973828118,[12],0
blk_6489659315944341351,[4],0
blk_6490003020931145707,[13],0
blk_6491424745418112176,[15],0
blk_6491888411266994867,[10],0
blk_6497260538939100482,[10],0
blk_6499414220139660338,[10],0
blk_6514181997629420906,[12],0
blk_6516880861186877710,[13],0
blk_6534693994677948144,[13],0
blk_6542592144596063478,[10],1
blk_6547729596040509998,[0],1
blk_6552418180158772377,[16],1
blk_6556854018013706836,[15],1
blk_6563909003697001371,[15],0
blk_6585429064641693815,[15],0
blk_6601059760261449131,[1],0
blk_6610244864386894422,[12],0
blk_6628512193350164674,[15],0
blk_6640583412927022083,[0],0
blk_6655622109568310643,[16],0
blk_666713934549639791,[16],0
blk_6672666770563118759,[15],0
blk_6675543598756975559,[0],0
blk_6675564098604634452,[10],0
blk_668295516093167045,[16],0
blk_6685663454079607598,[13],0
blk_6686361711974377273,[13],0
blk_6690143611140381289,[2],0
blk_6695517786834913217,[10],0
blk_6698851413708497072,[13],0
blk_6702054389824523327,[11],0
blk_6730979070070986233,[13],0
blk_673825774073966710,[0],0
blk_6745520736924802462,[12],0
blk_6746178639682808096,[13],0
blk_6748710057489679257,[0],0
blk_6749232449432458524,[3],0
